Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,Aggr,Avg,S/RC,Player,Team
164 (c)(k),148,04/22/2018,1st,5,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,25*,12,208.33,3700,38.14,137.24,Ms dhoni,CSK
165 (c)(k),149,04/25/2018,2nd,6,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,70*,34,205.88,3770,38.87,138.1,Ms dhoni,CSK
166 (c)(k),150,04/28/2018,1st,4,Mumbai Indians,Maharashtra Cricket Association Stadium,c E Lewis b M J McClenaghan,26,21,123.81,3796,38.73,137.99,Ms dhoni,CSK
167 (c)(k),151,04/30/2018,1st,5,Delhi Capitals,Maharashtra Cricket Association Stadium,not out,51*,22,231.82,3847,39.26,138.73,Ms dhoni,CSK
168 (c)(k),152,03/05/2018,1st,5,Kolkata Knight Riders,Eden Gardens,not out,43*,25,172,3890,39.69,139.03,Ms dhoni,CSK
169 (c)(k),153,05/05/2018,2nd,5,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,not out,31*,23,134.78,3921,40.01,138.99,Ms dhoni,CSK
170 (c)(k),154,11/05/2018,1st,4,Rajasthan Royals,Sawai Mansingh Stadium,not out,33*,23,143.48,3954,40.35,139.03,Ms dhoni,CSK
171 (c)(k),155,05/13/2018,2nd,4,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,not out,20*,14,142.86,3974,40.55,139.05,Ms dhoni,CSK
172 (c)(k),156,05/18/2018,2nd,4,Delhi Capitals,Arun Jaitley Stadium,c S S Iyer b T A Boult,17,23,73.91,3991,40.31,138.53,Ms dhoni,CSK
173 (c)(k),157,05/20/2018,2nd,7,Punjab Kings,Maharashtra Cricket Association Stadium,not out,16*,7,228.57,4007,40.47,138.75,Ms dhoni,CSK
174 (c)(k),158,05/22/2018,2nd,5,Sunrisers Hyderabad,Wankhede Stadium,b Rashid Khan,9,18,50,4016,40.16,138.2,Ms dhoni,CSK
175 (c)(k),56,05/27/2018,2nd,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,0,4016,40.16,138.2,Ms dhoni,CSK
176 (c)(k),56,03/23/2019,2nd,-,Royal Challengers Bangalore,MA Chidambaram Stadium,did not bat,-,-,0,4016,40.16,138.2,Ms dhoni,CSK
177 (c)(k),159,03/26/2019,2nd,5,Delhi Capitals,Arun Jaitley Stadium,not out,32*,35,91.43,4048,40.48,137.64,Ms dhoni,CSK
178 (c)(k),160,03/31/2019,1st,5,Rajasthan Royals,MA Chidambaram Stadium,not out,75*,46,163.04,4123,41.23,138.03,Ms dhoni,CSK
179 (c)(k),161,03/04/2019,2nd,5,Mumbai Indians,Wankhede Stadium,c S A Yadav b H H Pandya,12,21,57.14,4135,40.94,137.47,Ms dhoni,CSK
180 (c)(k),162,06/04/2019,1st,4,Punjab Kings,MA Chidambaram Stadium,not out,37*,23,160.87,4172,41.31,137.64,Ms dhoni,CSK
181 (c)(k),56,09/04/2019,2nd,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,0,4172,41.31,137.64,Ms dhoni,CSK
182 (c)(k),163,11/04/2019,2nd,6,Rajasthan Royals,Sawai Mansingh Stadium,b B A Stokes,58,43,134.88,4230,41.47,137.61,Ms dhoni,CSK
183 (c)(k),164,04/14/2019,2nd,6,Kolkata Knight Riders,Eden Gardens,lbw b S P Narine,16,13,123.08,4246,41.22,137.54,Ms dhoni,CSK
184 (c)(k),165,04/21/2019,2nd,6,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,84*,48,175,4330,42.04,138.12,Ms dhoni,CSK
185 (c)(k),56,04/23/2019,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,0,4330,42.04,138.12,Ms dhoni,CSK
186 (c)(k),166,01/05/2019,1st,4,Delhi Capitals,MA Chidambaram Stadium,not out,44*,22,200,4374,42.47,138.55,Ms dhoni,CSK
187 (c)(k),167,05/05/2019,1st,4,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,not out,10*,12,83.33,4384,42.56,138.34,Ms dhoni,CSK
188 (c)(k),168,07/05/2019,1st,6,Mumbai Indians,MA Chidambaram Stadium,not out,37*,29,127.59,4421,42.92,138.24,Ms dhoni,CSK
189 (c)(k),169,10/05/2019,2nd,5,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,c K M A Paul b I Sharma,9,9,100,4430,42.6,138.14,Ms dhoni,CSK
190 (c)(k),170,12/05/2019,2nd,5,Mumbai Indians,Rajiv Gandhi International Stadium,run out,2,8,25,4432,42.21,137.85,Ms dhoni,CSK
191 (c)(k),171,09/19/2020,2nd,7,Mumbai Indians,Sheikh Zayed Stadium,not out,0*,2,0,4432,42.21,137.77,Ms dhoni,CSK
192 (c)(k),172,09/22/2020,2nd,7,Rajasthan Royals,Sharjah Cricket Stadium,not out,29*,17,170.59,4461,42.49,137.94,Ms dhoni,CSK
193 (c)(k),173,09/25/2020,2nd,6,Delhi Capitals,Dubai International Cricket Stadium,c †R R Pant b K Rabada,15,12,125,4476,42.23,137.89,Ms dhoni,CSK
194 (c)(k),174,02/10/2020,2nd,5,Sunrisers Hyderabad,Dubai International Cricket Stadium,not out,47*,36,130.56,4523,42.67,137.81,Ms dhoni,CSK
195 (c)(k),56,04/10/2020,2nd,-,Punjab Kings,Dubai International Cricket Stadium,did not bat,-,-,0,4523,42.67,137.81,Ms dhoni,CSK
196 (c)(k),175,07/10/2020,2nd,4,Kolkata Knight Riders,Sheikh Zayed Stadium,b C V Varun,11,12,91.67,4534,42.37,137.64,Ms dhoni,CSK
197 (c)(k),176,10/10/2020,2nd,5,Royal Challengers Bangalore,Dubai International Cricket Stadium,c Gurkeerat Singh b Y S Chahal,10,6,166.67,4544,42.07,137.7,Ms dhoni,CSK
198 (c)(k),177,10/13/2020,1st,5,Sunrisers Hyderabad,Dubai International Cricket Stadium,c K S Williamson b T Natarajan,21,13,161.54,4565,41.88,137.79,Ms dhoni,CSK
199 (c)(k),178,10/17/2020,1st,5,Delhi Capitals,Sharjah Cricket Stadium,c †A T Carey b A Nortje,3,5,60,4568,41.53,137.67,Ms dhoni,CSK
200 (c)(k),179,10/19/2020,1st,5,Rajasthan Royals,Sheikh Zayed Stadium,run out,28,28,100,4596,41.41,137.36,Ms dhoni,CSK
201 (c)(k),180,10/23/2020,1st,5,Mumbai Indians,Sharjah Cricket Stadium,c †Q de Kock b R D Chahar,16,16,100,4612,41.18,137.18,Ms dhoni,CSK
202 (c)(k),181,10/25/2020,2nd,4,Royal Challengers Bangalore,Dubai International Cricket Stadium,not out,19*,21,90.48,4631,41.35,136.89,Ms dhoni,CSK
203 (c)(k),182,10/29/2020,2nd,4,Kolkata Knight Riders,Dubai International Cricket Stadium,b C V Varun,1,4,25,4632,40.99,136.76,Ms dhoni,CSK
204 (c)(k),56,01/11/2020,2nd,-,Punjab Kings,Sheikh Zayed Stadium,did not bat,-,-,0,4632,40.99,136.76,Ms dhoni,CSK
205 (c)(k),183,10/04/2021,1st,7,Delhi Capitals,Wankhede Stadium,b Avesh Khan,0,2,0,4632,40.63,136.68,Ms dhoni,CSK
206 (c)(k),56,04/16/2021,2nd,-,Punjab Kings,Wankhede Stadium,did not bat,-,-,0,4632,40.63,136.68,Ms dhoni,CSK
207 (c)(k),184,04/19/2021,1st,7,Rajasthan Royals,Wankhede Stadium,c J C Buttler b C Sakariya,18,17,105.88,4650,40.43,136.52,Ms dhoni,CSK
208 (c)(k),185,04/21/2021,1st,4,Kolkata Knight Riders,Wankhede Stadium,c E J G Morgan b A D Russell,17,8,212.5,4667,40.23,136.7,Ms dhoni,CSK
209 (c)(k),186,04/25/2021,1st,6,Royal Challengers Bangalore,Wankhede Stadium,not out,2*,3,66.67,4669,40.25,136.64,Ms dhoni,CSK
210 (c)(k),56,04/28/2021,2nd,-,Sunrisers Hyderabad,Arun Jaitley Stadium,did not bat,-,-,0,4669,40.25,136.64,Ms dhoni,CSK
211 (c)(k),56,01/05/2021,1st,-,Mumbai Indians,Arun Jaitley Stadium,did not bat,-,-,0,4669,40.25,136.64,Ms dhoni,CSK
212 (c)(k),187,09/19/2021,1st,6,Mumbai Indians,Dubai International Cricket Stadium,c T A Boult b A F Milne,3,5,60,4672,39.93,136.53,Ms dhoni,CSK
213 (c)(k),188,09/24/2021,2nd,6,Royal Challengers Bangalore,Sharjah Cricket Stadium,not out,11*,9,122.22,4683,40.03,136.49,Ms dhoni,CSK
214 (c)(k),189,09/26/2021,2nd,6,Kolkata Knight Riders,Sheikh Zayed Stadium,b C V Varun,1,4,25,4684,39.69,136.36,Ms dhoni,CSK
215 (c)(k),190,09/30/2021,2nd,6,Sunrisers Hyderabad,Sharjah Cricket Stadium,not out,14*,11,127.27,4698,39.81,136.33,Ms dhoni,CSK
216 (c)(k),56,02/10/2021,1st,-,Rajasthan Royals,Sheikh Zayed Stadium,did not bat,-,-,0,4698,39.81,136.33,Ms dhoni,CSK
217 (c)(k),191,04/10/2021,1st,6,Delhi Capitals,Dubai International Cricket Stadium,c †R R Pant b Avesh Khan,18,27,66.67,4716,39.63,135.79,Ms dhoni,CSK
218 (c)(k),192,07/10/2021,1st,6,Punjab Kings,Dubai International Cricket Stadium,b Ravi Bishnoi,12,15,80,4728,39.4,135.55,Ms dhoni,CSK
219 (c)(k),193,10/10/2021,2nd,7,Delhi Capitals,Dubai International Cricket Stadium,not out,18*,6,300,4746,39.55,135.83,Ms dhoni,CSK
220 (c)(k),56,10/15/2021,1st,-,Kolkata Knight Riders,Dubai International Cricket Stadium,did not bat,-,-,0,4746,39.55,135.83,Ms dhoni,CSK
221 (k),194,03/26/2022,1st,7,Kolkata Knight Riders,Wankhede Stadium,not out,50*,38,131.58,4796,39.97,135.79,Ms dhoni,CSK
222 (k),195,03/31/2022,1st,7,Lucknow Super Giants,Brabourne Stadium,not out,16*,6,266.67,4812,40.1,136.01,Ms dhoni,CSK
223 (k),196,03/04/2022,2nd,7,Punjab Kings,Brabourne Stadium,c †J M Sharma b R D Chahar,23,28,82.14,4835,39.96,135.59,Ms dhoni,CSK
224 (k),197,09/04/2022,1st,7,Sunrisers Hyderabad,Dr DY Patil Sports Academy,c Umran Malik b M Jansen,3,6,50,4838,39.66,135.44,Ms dhoni,CSK
225 (k),198,12/04/2022,1st,6,Royal Challengers Bangalore,Dr DY Patil Sports Academy,not out,0*,0,0,4838,39.66,135.44,Ms dhoni,CSK
226 (k),56,04/17/2022,1st,-,Gujarat Titans,Maharashtra Cricket Association Stadium,did not bat,-,-,0,4838,39.66,135.44,Ms dhoni,CSK
227 (k),199,04/21/2022,2nd,7,Mumbai Indians,Dr DY Patil Sports Academy,not out,28*,13,215.38,4866,39.89,135.73,Ms dhoni,CSK
228 (k),200,04/25/2022,2nd,7,Punjab Kings,Wankhede Stadium,c J M Bairstow b R Dhawan,12,8,150,4878,39.66,135.76,Ms dhoni,CSK
229 (c)(k),201,01/05/2022,1st,3,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,c Umran Malik b T Natarajan,8,7,114.29,4886,39.4,135.72,Ms dhoni,CSK
230 (c)(k),202,04/05/2022,2nd,7,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,c R M Patidar b J R Hazlewood,2,3,66.67,4888,39.1,135.66,Ms dhoni,CSK
231 (c)(k),203,08/05/2022,1st,5,Delhi Capitals,Dr DY Patil Sports Academy,not out,21*,8,262.5,4909,39.27,135.95,Ms dhoni,CSK
232 (c)(k),204,12/05/2022,1st,6,Mumbai Indians,Wankhede Stadium,not out,36*,33,109.09,4945,39.56,135.7,Ms dhoni,CSK
233 (c)(k),205,05/15/2022,1st,6,Gujarat Titans,Wankhede Stadium,c Y Dayal b Mohammed Shami,7,10,70,4952,39.3,135.52,Ms dhoni,CSK
234 (c)(k),206,05/20/2022,1st,6,Rajasthan Royals,Brabourne Stadium,c J C Buttler b Y S Chahal,26,28,92.86,4978,39.2,135.2,Ms dhoni,CSK
235 (c)(k),207,03/31/2023,1st,8,Gujarat Titans,Narendra Modi Stadium,not out,14*,7,200,4992,39.31,135.32,Ms dhoni,CSK
236 (c)(k),208,03/04/2023,1st,8,Lucknow Super Giants,MA Chidambaram Stadium,c Ravi Bishnoi b M A Wood,12,3,400,5004,39.09,135.54,Ms dhoni,CSK
237 (c)(k),56,08/04/2023,2nd,-,Mumbai Indians,Wankhede Stadium,did not bat,-,-,0,5004,39.09,135.54,Ms dhoni,CSK
238 (c)(k),209,12/04/2023,2nd,8,Rajasthan Royals,MA Chidambaram Stadium,not out,32*,17,188.24,5036,39.34,135.78,Ms dhoni,CSK
239 (c)(k),210,04/17/2023,1st,8,Royal Challengers Bangalore,M Chinnaswamy Stadium,not out,1*,1,100,5037,39.35,135.77,Ms dhoni,CSK
240 (c)(k),56,04/21/2023,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,0,5037,39.35,135.77,Ms dhoni,CSK
241 (c)(k),211,04/23/2023,1st,6,Kolkata Knight Riders,Eden Gardens,not out,2*,3,66.67,5039,39.37,135.71,Ms dhoni,CSK
242 (c)(k),56,04/27/2023,2nd,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,0,5039,39.37,135.71,Ms dhoni,CSK
243 (c)(k),212,04/30/2023,1st,6,Punjab Kings,MA Chidambaram Stadium,not out,13*,4,325,5052,39.47,135.92,Ms dhoni,CSK
244 (c)(k),56,03/05/2023,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,0,5052,39.47,135.92,Ms dhoni,CSK
245 (c)(k),213,06/05/2023,2nd,6,Mumbai Indians,MA Chidambaram Stadium,not out,2*,3,66.67,5054,39.48,135.86,Ms dhoni,CSK
246 (c)(k),214,10/05/2023,1st,8,Delhi Capitals,MA Chidambaram Stadium,c D A Warner b M R Marsh,20,9,222.22,5074,39.33,136.07,Ms dhoni,CSK
247 (c)(k),215,05/14/2023,1st,8,Kolkata Knight Riders,MA Chidambaram Stadium,not out,2*,3,66.67,5076,39.35,136.01,Ms dhoni,CSK
248 (c)(k),216,05/20/2023,1st,4,Delhi Capitals,Arun Jaitley Stadium,not out,5*,4,125,5081,39.39,136,Ms dhoni,CSK
249 (c)(k),217,05/23/2023,1st,7,Gujarat Titans,MA Chidambaram Stadium,c H H Pandya b M M Sharma,1,2,50,5082,39.09,135.96,Ms dhoni,CSK
250 (c)(k),218,05/29/2023,2nd,6,Gujarat Titans,Narendra Modi Stadium,c D A Miller b M M Sharma,0,1,0,5082,38.79,135.92,Ms dhoni,CSK
1,1,03/26/2022,1st,2,Kolkata Knight Riders,Wankhede Stadium,c S S Iyer b U T Yadav,3,8,37.5,3,3.0,37.5,Devon conway,CSK
2,2,01/05/2022,1st,2,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,not out,85*,55,154.55,88,88.0,139.68,Devon conway,CSK
3,3,04/05/2022,2nd,2,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,c Shahbaz Ahmed b P W H de Silva,56,37,151.35,144,72.0,144,Devon conway,CSK
4,4,08/05/2022,1st,2,Delhi Capitals,Dr DY Patil Sports Academy,c †R R Pant b K K Ahmed,87,49,177.55,231,77.0,155.03,Devon conway,CSK
5,5,12/05/2022,1st,2,Mumbai Indians,Wankhede Stadium,lbw b D R Sams,0,1,0,231,57.75,154,Devon conway,CSK
6,6,05/15/2022,1st,2,Gujarat Titans,Wankhede Stadium,c †W P Saha b Mohammed Shami,5,9,55.56,236,47.2,148.43,Devon conway,CSK
7,7,05/20/2022,1st,2,Rajasthan Royals,Brabourne Stadium,lbw b R Ashwin,16,14,114.29,252,42.0,145.66,Devon conway,CSK
8,8,03/31/2023,1st,1,Gujarat Titans,Narendra Modi Stadium,b Mohammed Shami,1,6,16.67,253,36.14,141.34,Devon conway,CSK
9,9,03/04/2023,1st,2,Lucknow Super Giants,MA Chidambaram Stadium,c K H Pandya b M A Wood,47,29,162.07,300,37.5,144.23,Devon conway,CSK
10,10,08/04/2023,2nd,1,Mumbai Indians,Wankhede Stadium,b J P Behrendorff,0,4,0,300,33.33,141.51,Devon conway,CSK
11,11,12/04/2023,2nd,2,Rajasthan Royals,MA Chidambaram Stadium,c Y B K Jaiswal b Y S Chahal,50,38,131.58,350,35.0,140,Devon conway,CSK
12,12,04/17/2023,1st,2,Royal Challengers Bangalore,M Chinnaswamy Stadium,b H V Patel,83,45,184.44,433,39.36,146.78,Devon conway,CSK
13,13,04/21/2023,2nd,2,Sunrisers Hyderabad,MA Chidambaram Stadium,not out,77*,57,135.09,510,46.36,144.89,Devon conway,CSK
14,14,04/23/2023,1st,2,Kolkata Knight Riders,Eden Gardens,c D Wiese b C V Varun,56,40,140,566,47.17,144.39,Devon conway,CSK
15,15,04/27/2023,2nd,2,Rajasthan Royals,Sawai Mansingh Stadium,c Sandeep Sharma b A Zampa,8,16,50,574,44.15,140.69,Devon conway,CSK
16,16,04/30/2023,1st,2,Punjab Kings,MA Chidambaram Stadium,not out,92*,52,176.92,666,51.23,144.78,Devon conway,CSK
17,56,03/05/2023,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,0,666,51.23,144.78,Devon conway,CSK
18,17,06/05/2023,2nd,2,Mumbai Indians,MA Chidambaram Stadium,lbw b A Madhwal,44,42,104.76,710,50.71,141.43,Devon conway,CSK
19,18,10/05/2023,1st,2,Delhi Capitals,MA Chidambaram Stadium,lbw b A R Patel,10,13,76.92,720,48.0,139.81,Devon conway,CSK
20,19,05/14/2023,1st,2,Kolkata Knight Riders,MA Chidambaram Stadium,c R K Singh b S N Thakur,30,28,107.14,750,46.88,138.12,Devon conway,CSK
21,20,05/20/2023,1st,2,Delhi Capitals,Arun Jaitley Stadium,c Aman Hakim Khan b A Nortje,87,52,167.31,837,49.24,140.67,Devon conway,CSK
22,21,05/23/2023,1st,2,Gujarat Titans,MA Chidambaram Stadium,c Rashid Khan b Mohammed Shami,40,34,117.65,877,48.72,139.43,Devon conway,CSK
23,22,05/29/2023,2nd,2,Gujarat Titans,Narendra Modi Stadium,c M M Sharma b Noor Ahmad,47,25,188,924,48.63,141.28,Devon conway,CSK
1,1,09/22/2020,2nd,5,Rajasthan Royals,Sharjah Cricket Stadium,st S V Samson b R Tewatia,0,1,0,0,0.0,0,Ruturaj gaikwad,CSK
2,2,09/25/2020,2nd,4,Delhi Capitals,Dubai International Cricket Stadium,run out,5,10,50,5,2.5,45.45,Ruturaj gaikwad,CSK
3,3,10/23/2020,1st,1,Mumbai Indians,Sharjah Cricket Stadium,lbw b T A Boult,0,5,0,5,1.67,31.25,Ruturaj gaikwad,CSK
4,4,10/25/2020,2nd,1,Royal Challengers Bangalore,Dubai International Cricket Stadium,not out,65*,51,127.45,70,23.33,104.48,Ruturaj gaikwad,CSK
5,5,10/29/2020,2nd,2,Kolkata Knight Riders,Dubai International Cricket Stadium,b P J Cummins,72,53,135.85,142,35.5,118.33,Ruturaj gaikwad,CSK
6,6,01/11/2020,2nd,1,Punjab Kings,Sheikh Zayed Stadium,not out,62*,49,126.53,204,51.0,120.71,Ruturaj gaikwad,CSK
7,7,10/04/2021,1st,1,Delhi Capitals,Wankhede Stadium,c S Dhawan b C R Woakes,5,8,62.5,209,41.8,118.08,Ruturaj gaikwad,CSK
8,8,04/16/2021,2nd,1,Punjab Kings,Wankhede Stadium,c D J Hooda b Arshdeep Singh,5,16,31.25,214,35.67,110.88,Ruturaj gaikwad,CSK
9,9,04/19/2021,1st,1,Rajasthan Royals,Wankhede Stadium,c S Dube b Mustafizur Rahman,10,13,76.92,224,32.0,108.74,Ruturaj gaikwad,CSK
10,10,04/21/2021,1st,1,Kolkata Knight Riders,Wankhede Stadium,c P J Cummins b C V Varun,64,42,152.38,288,36.0,116.13,Ruturaj gaikwad,CSK
11,11,04/25/2021,1st,1,Royal Challengers Bangalore,Wankhede Stadium,c K A Jamieson b Y S Chahal,33,25,132,321,35.67,117.58,Ruturaj gaikwad,CSK
12,12,04/28/2021,2nd,1,Sunrisers Hyderabad,Arun Jaitley Stadium,b Rashid Khan,75,44,170.45,396,39.6,124.92,Ruturaj gaikwad,CSK
13,13,01/05/2021,1st,1,Mumbai Indians,Arun Jaitley Stadium,c H H Pandya b T A Boult,4,4,100,400,36.36,124.61,Ruturaj gaikwad,CSK
14,14,09/19/2021,1st,1,Mumbai Indians,Dubai International Cricket Stadium,not out,88*,58,151.72,488,44.36,128.76,Ruturaj gaikwad,CSK
15,15,09/24/2021,2nd,1,Royal Challengers Bangalore,Sharjah Cricket Stadium,c V Kohli b Y S Chahal,38,26,146.15,526,43.83,129.88,Ruturaj gaikwad,CSK
16,16,09/26/2021,2nd,1,Kolkata Knight Riders,Sheikh Zayed Stadium,c E J G Morgan b A D Russell,40,28,142.86,566,43.54,130.72,Ruturaj gaikwad,CSK
17,17,09/30/2021,2nd,1,Sunrisers Hyderabad,Sharjah Cricket Stadium,c K S Williamson b J O Holder,45,38,118.42,611,43.64,129.72,Ruturaj gaikwad,CSK
18,18,02/10/2021,1st,1,Rajasthan Royals,Sheikh Zayed Stadium,not out,101*,60,168.33,712,50.86,134.09,Ruturaj gaikwad,CSK
19,19,04/10/2021,1st,1,Delhi Capitals,Dubai International Cricket Stadium,c R Ashwin b A Nortje,13,13,100,725,48.33,133.27,Ruturaj gaikwad,CSK
20,20,07/10/2021,1st,1,Punjab Kings,Dubai International Cricket Stadium,c Shahrukh Khan b Arshdeep Singh,12,14,85.71,737,46.06,132.08,Ruturaj gaikwad,CSK
21,21,10/10/2021,2nd,1,Delhi Capitals,Dubai International Cricket Stadium,c A R Patel b Avesh Khan,70,50,140,807,47.47,132.73,Ruturaj gaikwad,CSK
22,22,10/15/2021,1st,1,Kolkata Knight Riders,Dubai International Cricket Stadium,c Shivam Mavi b S P Narine,32,27,118.52,839,46.61,132.13,Ruturaj gaikwad,CSK
23,23,03/26/2022,1st,1,Kolkata Knight Riders,Wankhede Stadium,c N Rana b U T Yadav,0,4,0,839,44.16,131.3,Ruturaj gaikwad,CSK
24,24,03/31/2022,1st,2,Lucknow Super Giants,Brabourne Stadium,run out,1,4,25,840,42.0,130.64,Ruturaj gaikwad,CSK
25,25,03/04/2022,2nd,2,Punjab Kings,Brabourne Stadium,c S Dhawan b K Rabada,1,4,25,841,40.05,129.98,Ruturaj gaikwad,CSK
26,26,09/04/2022,1st,2,Sunrisers Hyderabad,Dr DY Patil Sports Academy,b T Natarajan,16,13,123.08,857,38.95,129.85,Ruturaj gaikwad,CSK
27,27,12/04/2022,1st,1,Royal Challengers Bangalore,Dr DY Patil Sports Academy,lbw b J R Hazlewood,17,16,106.25,874,38.0,129.29,Ruturaj gaikwad,CSK
28,28,04/17/2022,1st,1,Gujarat Titans,Maharashtra Cricket Association Stadium,c A Manohar b Y Dayal,73,48,152.08,947,39.46,130.8,Ruturaj gaikwad,CSK
29,29,04/21/2022,2nd,1,Mumbai Indians,Dr DY Patil Sports Academy,c Tilak Varma b D R Sams,0,1,0,947,37.88,130.62,Ruturaj gaikwad,CSK
30,30,04/25/2022,2nd,1,Punjab Kings,Wankhede Stadium,c M A Agarwal b K Rabada,30,27,111.11,977,37.58,129.92,Ruturaj gaikwad,CSK
31,31,01/05/2022,1st,1,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,c B Kumar b T Natarajan,99,57,173.68,1076,39.85,133,Ruturaj gaikwad,CSK
32,32,04/05/2022,2nd,1,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,c sub b Shahbaz Ahmed,28,23,121.74,1104,39.43,132.69,Ruturaj gaikwad,CSK
33,33,08/05/2022,1st,1,Delhi Capitals,Dr DY Patil Sports Academy,c A R Patel b A Nortje,41,33,124.24,1145,39.48,132.37,Ruturaj gaikwad,CSK
34,34,12/05/2022,1st,1,Mumbai Indians,Wankhede Stadium,c †Ishan Kishan b D R Sams,7,6,116.67,1152,38.4,132.26,Ruturaj gaikwad,CSK
35,35,05/15/2022,1st,1,Gujarat Titans,Wankhede Stadium,c M S Wade b Rashid Khan,53,49,108.16,1205,38.87,130.98,Ruturaj gaikwad,CSK
36,36,05/20/2022,1st,1,Rajasthan Royals,Brabourne Stadium,c †S V Samson b T A Boult,2,6,33.33,1207,37.72,130.35,Ruturaj gaikwad,CSK
37,37,03/31/2023,1st,2,Gujarat Titans,Narendra Modi Stadium,c Shubman Gill b A S Joseph,92,50,184,1299,39.36,133.09,Ruturaj gaikwad,CSK
38,38,03/04/2023,1st,1,Lucknow Super Giants,MA Chidambaram Stadium,c M A Wood b Ravi Bishnoi,57,31,183.87,1356,39.88,134.66,Ruturaj gaikwad,CSK
39,39,08/04/2023,2nd,2,Mumbai Indians,Wankhede Stadium,not out,40*,36,111.11,1396,41.06,133.84,Ruturaj gaikwad,CSK
40,40,12/04/2023,2nd,1,Rajasthan Royals,MA Chidambaram Stadium,c Y B K Jaiswal b Sandeep Sharma,8,10,80,1404,40.11,133.33,Ruturaj gaikwad,CSK
41,41,04/17/2023,1st,1,Royal Challengers Bangalore,M Chinnaswamy Stadium,c W D Parnell b Mohammed Siraj,3,6,50,1407,39.08,132.86,Ruturaj gaikwad,CSK
42,42,04/21/2023,2nd,1,Sunrisers Hyderabad,MA Chidambaram Stadium,run out,35,30,116.67,1442,38.97,132.42,Ruturaj gaikwad,CSK
43,43,04/23/2023,1st,1,Kolkata Knight Riders,Eden Gardens,b S Sharma,35,20,175,1477,38.87,133.18,Ruturaj gaikwad,CSK
44,44,04/27/2023,2nd,1,Rajasthan Royals,Sawai Mansingh Stadium,c D Padikkal b A Zampa,47,29,162.07,1524,39.08,133.92,Ruturaj gaikwad,CSK
45,45,04/30/2023,1st,1,Punjab Kings,MA Chidambaram Stadium,st J M Sharma b Sikandar Raza,37,31,119.35,1561,39.03,133.53,Ruturaj gaikwad,CSK
46,56,03/05/2023,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,0,1561,39.03,133.53,Ruturaj gaikwad,CSK
47,46,06/05/2023,2nd,1,Mumbai Indians,MA Chidambaram Stadium,c †Ishan Kishan b P P Chawla,30,16,187.5,1591,38.8,134.26,Ruturaj gaikwad,CSK
48,47,10/05/2023,1st,1,Delhi Capitals,MA Chidambaram Stadium,c Aman Hakim Khan b A R Patel,24,18,133.33,1615,38.45,134.25,Ruturaj gaikwad,CSK
49,48,05/14/2023,1st,1,Kolkata Knight Riders,MA Chidambaram Stadium,c V G Arora b C V Varun,17,13,130.77,1632,37.95,134.21,Ruturaj gaikwad,CSK
50,49,05/20/2023,1st,1,Delhi Capitals,Arun Jaitley Stadium,c R R Rossouw b C Sakariya,79,50,158,1711,38.89,135.15,Ruturaj gaikwad,CSK
51,50,05/23/2023,1st,1,Gujarat Titans,MA Chidambaram Stadium,c D A Miller b M M Sharma,60,44,136.36,1771,39.36,135.19,Ruturaj gaikwad,CSK
52,51,05/29/2023,2nd,1,Gujarat Titans,Narendra Modi Stadium,c Rashid Khan b Noor Ahmad,26,16,162.5,1797,39.07,135.52,Ruturaj gaikwad,CSK
1,1,04/27/2008,1st,3,Deccan Chargers,Dr DY Patil Sports Academy,c P P Ojha b S B Bangar,0,7,0,0,0.0,0,Ajinkya rahane,CSK
2,2,04/29/2008,2nd,1,Kolkata Knight Riders,Eden Gardens,c D J Hussey b A B Agarkar,4,10,40,4,2.0,23.53,Ajinkya rahane,CSK
3,3,01/05/2009,1st,7,Kolkata Knight Riders,Buffalo Park,c C H Gayle b I Sharma,10,8,125,14,4.67,56,Ajinkya rahane,CSK
4,4,03/05/2009,1st,3,Royal Challengers Bangalore,Wanderers Stadium,c R V Uthappa b D du Preez,0,1,0,14,3.5,53.85,Ajinkya rahane,CSK
